municipality_code,seconds_above,seconds_at_most,census_car_commuters_2022,census_share,modeled_all_commuters_road_time,modeled_share,share_difference_percentage_points,interpretation
3305109,0,300.0,875,0.036349285476902624,40856,0.24494739050930783,20.85981050324052,"Diagnostic only: 2022 automobile users returning >=3 days/week versus all modeled commuters, static road times, no congestion; different universes and boundary."
3305109,300,900.0,3732,0.1550348953140578,86718,0.5199076710932582,36.48727757792004,"Diagnostic only: 2022 automobile users returning >=3 days/week versus all modeled commuters, static road times, no congestion; different universes and boundary."
3305109,900,1800.0,6740,0.27999335327351277,35270,0.21145717797296082,-6.853617530055195,"Diagnostic only: 2022 automobile users returning >=3 days/week versus all modeled commuters, static road times, no congestion; different universes and boundary."
3305109,1800,3600.0,7798,0.3239448321701562,3866,0.023178152822326808,-30.076667934782936,"Diagnostic only: 2022 automobile users returning >=3 days/week versus all modeled commuters, static road times, no congestion; different universes and boundary."
3305109,3600,7200.0,4672,0.1940844134263875,85,0.0005096076021463474,-19.357480582424113,"Diagnostic only: 2022 automobile users returning >=3 days/week versus all modeled commuters, static road times, no congestion; different universes and boundary."
3305109,7200,14400.0,255,0.01059322033898305,0,0.0,-1.059322033898305,"Diagnostic only: 2022 automobile users returning >=3 days/week versus all modeled commuters, static road times, no congestion; different universes and boundary."
3305109,14400,inf,0,0.0,0,0.0,0.0,"Diagnostic only: 2022 automobile users returning >=3 days/week versus all modeled commuters, static road times, no congestion; different universes and boundary."
3305554,0,300.0,453,0.0799364743250397,5890,0.19929620355958585,11.935972923454615,"Diagnostic only: 2022 automobile users returning >=3 days/week versus all modeled commuters, static road times, no congestion; different universes and boundary."
3305554,300,900.0,1286,0.22692782777483678,14305,0.48402923462137104,25.710140684653425,"Diagnostic only: 2022 automobile users returning >=3 days/week versus all modeled commuters, static road times, no congestion; different universes and boundary."
3305554,900,1800.0,1883,0.3322745720839951,5921,0.20034513094674156,-13.192944113725352,"Diagnostic only: 2022 automobile users returning >=3 days/week versus all modeled commuters, static road times, no congestion; different universes and boundary."
3305554,1800,3600.0,1264,0.22304570319392977,3327,0.11257359409893754,-11.047210909499224,"Diagnostic only: 2022 automobile users returning >=3 days/week versus all modeled commuters, static road times, no congestion; different universes and boundary."
3305554,3600,7200.0,611,0.10781718722428092,111,0.0037558367733640115,-10.406135045091691,"Diagnostic only: 2022 automobile users returning >=3 days/week versus all modeled commuters, static road times, no congestion; different universes and boundary."
3305554,7200,14400.0,170,0.02999823539791777,0,0.0,-2.999823539791777,"Diagnostic only: 2022 automobile users returning >=3 days/week versus all modeled commuters, static road times, no congestion; different universes and boundary."
3305554,14400,inf,0,0.0,0,0.0,0.0,"Diagnostic only: 2022 automobile users returning >=3 days/week versus all modeled commuters, static road times, no congestion; different universes and boundary."
